county_orig	count		county_clean	state	count		state	match	fipscode	error	err2	
CLAY(IL)	8		CLAY	IL	8		IL	CLAY-IL	17025	FALSE	0	
CLAY(KY)	8		CLAY	KY	8		KY	CLAY-KY	21051	FALSE	0	
CLAY(MO)	8		CLAY	MO	8		MO	CLAY-MO	29047	FALSE	0	
CLINTON(IL)	8		CLINTON	IL	8		IL	CLINTON-IL	17027	FALSE	0	
COLUMBIA(AR)	8		COLUMBIA	AR	8		AR	COLUMBIA-AR	05027	FALSE	0	
COWETA(GA)	8		COWETA	GA	8		GA	COWETA-GA	13077	FALSE	0	
CULLMAN(AL)	8		CULLMAN	AL	8		AL	CULLMAN-AL	01043	FALSE	0	
DALE(AL)	8		DALE	AL	8		AL	DALE-AL	01045	FALSE	0	
DODGE(NE)	8		DODGE	NE	8		NE	DODGE-NE	31053	FALSE	0	
DUBOIS(IN)	8		DUBOIS	IN	8		IN	DUBOIS-IN	18037	FALSE	0	
FORT BEND(TX)	8		FORT BEND	TX	8		TX	FORT BEND-TX	48157	FALSE	0	
FRANKLIN(AL)	8		FRANKLIN	AL	8		AL	FRANKLIN-AL	01059	FALSE	0	
FREEBORN(MN)	8		FREEBORN	MN	8		MN	FREEBORN-MN	27047	FALSE	0	
GASTON(NC)	8		GASTON	NC	8		NC	GASTON-NC	37071	FALSE	0	
GEARY(KS)	8		GEARY	KS	8		KS	GEARY-KS	20061	FALSE	0	
GIBSON(IN)	8		GIBSON	IN	8		IN	GIBSON-IN	18051	FALSE	0	
GORDON(GA)	8		GORDON	GA	8		GA	GORDON-GA	13129	FALSE	0	
GRAND TRAVERSE(MI)	8		GRAND TRAVERSE	MI	8		MI	GRAND TRAVERSE-MI	26055	FALSE	0	
GREEN(WI)	8		GREEN	WI	8		WI	GREEN-WI	55045	FALSE	0	
GREGG(TX)	8		GREGG	TX	8		TX	GREGG-TX	48183	FALSE	0	
HANCOCK(OH)	8		HANCOCK	OH	8		OH	HANCOCK-OH	39063	FALSE	0	
HARDIN(TN)	8		HARDIN	TN	8		TN	HARDIN-TN	47071	FALSE	0	
HARRISON(KY)	8		HARRISON	KY	8		KY	HARRISON-KY	21097	FALSE	0	
HENDERSON(TN)	8		HENDERSON	TN	8		TN	HENDERSON-TN	47077	FALSE	0	
HONOLULU(HI)	8		HONOLULU	HI	8		HI	HONOLULU-HI	15003	FALSE	0	
JACKSON(AR)	8		JACKSON	AR	8		AR	JACKSON-AR	05067	FALSE	0	
JACKSON(OH)	8		JACKSON	OH	8		OH	JACKSON-OH	39079	FALSE	0	
LETCHER(KY)	8		LETCHER	KY	8		KY	LETCHER-KY	21133	FALSE	0	
LOWNDES(GA)	8		LOWNDES	GA	8		GA	LOWNDES-GA	13185	FALSE	0	
LUZERNE(PA)	8		LUZERNE	PA	8		PA	LUZERNE-PA	42079	FALSE	0	
MADISON(NE)	8		MADISON	NE	8		NE	MADISON-NE	31119	FALSE	0	
MANITOWOC(WI)	8		MANITOWOC	WI	8		WI	MANITOWOC-WI	55071	FALSE	0	
MARENGO(AL)	8		MARENGO	AL	8		AL	MARENGO-AL	01091	FALSE	0	
MARION(AL)	8		MARION	AL	8		AL	MARION-AL	01093	FALSE	0	
MCCREARY(KY)	8		MCCREARY	KY	8		KY	MCCREARY-KY	21147	FALSE	0	
MONROE(WI)	8		MONROE	WI	8		WI	MONROE-WI	55081	FALSE	0	
OGLE(IL)	8		OGLE	IL	8		IL	OGLE-IL	17141	FALSE	0	
OSCEOLA(FL)	8		OSCEOLA	FL	8		FL	OSCEOLA-FL	12097	FALSE	0	
OTTAWA(MI)	8		OTTAWA	MI	8		MI	OTTAWA-MI	26139	FALSE	0	
PORTAGE(OH)	8		PORTAGE	OH	8		OH	PORTAGE-OH	39133	FALSE	0	
PORTAGE(WI)	8		PORTAGE	WI	8		WI	PORTAGE-WI	55097	FALSE	0	
ROCKDALE(GA)	8		ROCKDALE	GA	8		GA	ROCKDALE-GA	13247	FALSE	0	
SAINT CROIX(WI)	8		SAINT CROIX	WI	8		WI	SAINT CROIX-WI	55109	FALSE	0	
SEMINOLE(FL)	8		SEMINOLE	FL	8		FL	SEMINOLE-FL	12117	FALSE	0	
SPARTANBURG(SC)	8		SPARTANBURG	SC	8		SC	SPARTANBURG-SC	45083	FALSE	0	
STEARNS(MN)	8		STEARNS	MN	8		MN	STEARNS-MN	27145	FALSE	0	
SULLIVAN(TN)	8		SULLIVAN	TN	8		TN	SULLIVAN-TN	47163	FALSE	0	
TISHOMINGO(MS)	8		TISHOMINGO	MS	8		MS	TISHOMINGO-MS	28141	FALSE	0	
TRUMBULL(OH)	8		TRUMBULL	OH	8		OH	TRUMBULL-OH	39155	FALSE	0	
UNION(IL)	8		UNION	IL	8		IL	UNION-IL	17181	FALSE	0	
VILAS(WI)	8		VILAS	WI	8		WI	VILAS-WI	55125	FALSE	0	
WICHITA(TX)	8		WICHITA	TX	8		TX	WICHITA-TX	48485	FALSE	0	
ADAIR(KY)	7		ADAIR	KY	7		KY	ADAIR-KY	21001	FALSE	0	
BENTON(MS)	7		BENTON	MS	7		MS	BENTON-MS	28009	FALSE	0	
BENTON(TN)	7		BENTON	TN	7		TN	BENTON-TN	47005	FALSE	0	
BERKS(PA)	7		BERKS	PA	7		PA	BERKS-PA	42011	FALSE	0	
BONNEVILLE(ID)	7		BONNEVILLE	ID	7		ID	BONNEVILLE-ID	16019	FALSE	0	
BUCHANAN(MO)	7		BUCHANAN	MO	7		MO	BUCHANAN-MO	29021	FALSE	0	
CAMERON(TX)	7		CAMERON	TX	7		TX	CAMERON-TX	48061	FALSE	0	
CARROLL(GA)	7		CARROLL	GA	7		GA	CARROLL-GA	13045	FALSE	0	
CASS(ND)	7		CASS	ND	7		ND	CASS-ND	38017	FALSE	0	
CATAWBA(NC)	7		CATAWBA	NC	7		NC	CATAWBA-NC	37035	FALSE	0	
CERRO GORDO(IA)	7		CERRO GORDO	IA	7		IA	CERRO GORDO-IA	19033	FALSE	0	
CLACKAMAS(OR)	7		CLACKAMAS	OR	7		OR	CLACKAMAS-OR	41005	FALSE	0	
CLARK(KY)	7		CLARK	KY	7		KY	CLARK-KY	21049	FALSE	0	
COVINGTON(AL)	7		COVINGTON	AL	7		AL	COVINGTON-AL	01039	FALSE	0	
CRAWFORD(IL)	7		CRAWFORD	IL	7		IL	CRAWFORD-IL	17033	FALSE	0	
DAVIDSON(NC)	7		DAVIDSON	NC	7		NC	DAVIDSON-NC	37057	FALSE	0	
DELTA(MI)	7		DELTA	MI	7		MI	DELTA-MI	26041	FALSE	0	
DUNKLIN(MO)	7		DUNKLIN	MO	7		MO	DUNKLIN-MO	29069	FALSE	0	
EDGAR(IL)	7		EDGAR	IL	7		IL	EDGAR-IL	17045	FALSE	0	
ERIE(PA)	7		ERIE	PA	7		PA	ERIE-PA	42049	FALSE	0	
FORSYTH(NC)	7		FORSYTH	NC	7		NC	FORSYTH-NC	37067	FALSE	0	
GEAUGA(OH)	7		GEAUGA	OH	7		OH	GEAUGA-OH	39055	FALSE	0	
HIGHLAND(OH)	7		HIGHLAND	OH	7		OH	HIGHLAND-OH	39071	FALSE	0	
HOCKING(OH)	7		HOCKING	OH	7		OH	HOCKING-OH	39073	FALSE	0	
IONIA(MI)	7		IONIA	MI	7		MI	IONIA-MI	26067	FALSE	0	
IOWA(WI)	7		IOWA	WI	7		WI	IOWA-WI	55049	FALSE	0	
JEFFERSON(TN)	7		JEFFERSON	TN	7		TN	JEFFERSON-TN	47089	FALSE	0	
JEFFERSON(WI)	7		JEFFERSON	WI	7		WI	JEFFERSON-WI	55055	FALSE	0	
JUNEAU(WI)	7		JUNEAU	WI	7		WI	JUNEAU-WI	55057	FALSE	0	
LEE(IA)	7		LEE	IA	7		IA	LEE-IA	19111	FALSE	0	
MANATEE(FL)	7		MANATEE	FL	7		FL	MANATEE-FL	12081	FALSE	0	
MARQUETTE(MI)	7		MARQUETTE	MI	7		MI	MARQUETTE-MI	26103	FALSE	0	
MARSHALL(IA)	7		MARSHALL	IA	7		IA	MARSHALL-IA	19127	FALSE	0	
MARSHALL(IL)	7		MARSHALL	IL	7		IL	MARSHALL-IL	17123	FALSE	0	
MAURY(TN)	7		MAURY	TN	7		TN	MAURY-TN	47119	FALSE	0	
MERCER(WV)	7		MERCER	WV	7		WV	MERCER-WV	54055	FALSE	0	
MOHAVE(AZ)	7		MOHAVE	AZ	7		AZ	MOHAVE-AZ	04015	FALSE	0	
MONTCALM(MI)	7		MONTCALM	MI	7		MI	MONTCALM-MI	26117	FALSE	0	
NOXUBEE(MS)	7		NOXUBEE	MS	7		MS	NOXUBEE-MS	28103	FALSE	0	
OLMSTED(MN)	7		OLMSTED	MN	7		MN	OLMSTED-MN	27109	FALSE	0	
PARKE(IN)	7		PARKE	IN	7		IN	PARKE-IN	18121	FALSE	0	
PENDER(NC)	7		PENDER	NC	7		NC	PENDER-NC	37141	FALSE	0	
POLK(TN)	7		POLK	TN	7		TN	POLK-TN	47139	FALSE	0	
PONTOTOC(OK)	7		PONTOTOC	OK	7		OK	PONTOTOC-OK	40123	FALSE	0	
POTTER(TX)	7		POTTER	TX	7		TX	POTTER-TX	48375	FALSE	0	
PRICE(WI)	7		PRICE	WI	7		WI	PRICE-WI	55099	FALSE	0	
PULASKI(MO)	7		PULASKI	MO	7		MO	PULASKI-MO	29169	FALSE	0	
PUTNAM(IN)	7		PUTNAM	IN	7		IN	PUTNAM-IN	18133	FALSE	0	
RICE(MN)	7		RICE	MN	7		MN	RICE-MN	27131	FALSE	0	
RICHMOND CITY(VA)	7		RICHMOND CITY	VA	7		VA	RICHMOND CITY-VA	51760	FALSE	0	
ROBERTSON(TN)	7		ROBERTSON	TN	7		TN	ROBERTSON-TN	47147	FALSE	0	
SAN JOAQUIN(CA)	7		SAN JOAQUIN	CA	7		CA	SAN JOAQUIN-CA	06077	FALSE	0	
SAN MATEO(CA)	7		SAN MATEO	CA	7		CA	SAN MATEO-CA	06081	FALSE	0	
SARASOTA(FL)	7		SARASOTA	FL	7		FL	SARASOTA-FL	12115	FALSE	0	
SHERBURNE(MN)	7		SHERBURNE	MN	7		MN	SHERBURNE-MN	27141	FALSE	0	
SIMPSON(MS)	7		SIMPSON	MS	7		MS	SIMPSON-MS	28127	FALSE	0	
SUMTER(SC)	7		SUMTER	SC	7		SC	SUMTER-SC	45085	FALSE	0	
TAZEWELL(VA)	7		TAZEWELL	VA	7		VA	TAZEWELL-VA	51185	FALSE	0	
TIPTON(IN)	7		TIPTON	IN	7		IN	TIPTON-IN	18159	FALSE	0	
WAKE(NC)	7		WAKE	NC	7		NC	WAKE-NC	37183	FALSE	0	
WASHBURN(WI)	7		WASHBURN	WI	7		WI	WASHBURN-WI	55129	FALSE	0	
WHITE(AR)	7		WHITE	AR	7		AR	WHITE-AR	05145	FALSE	0	
WHITE(IN)	7		WHITE	IN	7		IN	WHITE-IN	18181	FALSE	0	
WOODFORD(IL)	7		WOODFORD	IL	7		IL	WOODFORD-IL	17203	FALSE	0	
WYANDOTTE(KS)	7		WYANDOTTE	KS	7		KS	WYANDOTTE-KS	20209	FALSE	0	
YORK(SC)	7		YORK	SC	7		SC	YORK-SC	45091	FALSE	0	
BALDWIN(GA)	6		BALDWIN	GA	6		GA	BALDWIN-GA	13009	FALSE	0	
BIBB(AL)	6		BIBB	AL	6		AL	BIBB-AL	01007	FALSE	0	
BOURBON(KY)	6		BOURBON	KY	6		KY	BOURBON-KY	21017	FALSE	0	
BRADLEY(TN)	6		BRADLEY	TN	6		TN	BRADLEY-TN	47011	FALSE	0	
BROWN(IN)	6		BROWN	IN	6		IN	BROWN-IN	18013	FALSE	0	
CAMPBELL(TN)	6		CAMPBELL	TN	6		TN	CAMPBELL-TN	47013	FALSE	0	
CARTER(KY)	6		CARTER	KY	6		KY	CARTER-KY	21043	FALSE	0	
CHEROKEE(AL)	6		CHEROKEE	AL	6		AL	CHEROKEE-AL	01019	FALSE	0	
CLINTON(OH)	6		CLINTON	OH	6		OH	CLINTON-OH	39027	FALSE	0	
COFFEE(TN)	6		COFFEE	TN	6		TN	COFFEE-TN	47031	FALSE	0	
COLONIAL HEIGHTS CITY(VA)	6		COLONIAL HEIGHTS CITY	VA	6		VA	COLONIAL HEIGHTS CITY-VA	51570	FALSE	0	
COVINGTON(MS)	6		COVINGTON	MS	6		MS	COVINGTON-MS	28031	FALSE	0	
CRAWFORD(AR)	6		CRAWFORD	AR	6		AR	CRAWFORD-AR	05033	FALSE	0	
CRAWFORD(OH)	6		CRAWFORD	OH	6		OH	CRAWFORD-OH	39033	FALSE	0	
CROSS(AR)	6		CROSS	AR	6		AR	CROSS-AR	05037	FALSE	0	
CURRY(NM)	6		CURRY	NM	6		NM	CURRY-NM	35009	FALSE	0	
DAVIESS(IN)	6		DAVIESS	IN	6		IN	DAVIESS-IN	18027	FALSE	0	
DICKSON(TN)	6		DICKSON	TN	6		TN	DICKSON-TN	47043	FALSE	0	
DONA ANA(NM)	6		DONA ANA	NM	6		NM	DONA ANA-NM	35013	FALSE	0	
DOUGLAS(WI)	6		DOUGLAS	WI	6		WI	DOUGLAS-WI	55031	FALSE	0	
EATON(MI)	6		EATON	MI	6		MI	EATON-MI	26045	FALSE	0	
ELMORE(AL)	6		ELMORE	AL	6		AL	ELMORE-AL	01051	FALSE	0	
ESSEX(MA)	6		ESSEX	MA	6		MA	ESSEX-MA	25009	FALSE	0	
FAYETTE(PA)	6		FAYETTE	PA	6		PA	FAYETTE-PA	42051	FALSE	0	
FRANKLIN(LA)	6		FRANKLIN	LA	6		LA	FRANKLIN-LA	22041	FALSE	0	
FRANKLIN(MO)	6		FRANKLIN	MO	6		MO	FRANKLIN-MO	29071	FALSE	0	
FRESNO(CA)	6		FRESNO	CA	6		CA	FRESNO-CA	06019	FALSE	0	
GREEN(KY)	6		GREEN	KY	6		KY	GREEN-KY	21087	FALSE	0	
GREENE(AL)	6		GREENE	AL	6		AL	GREENE-AL	01063	FALSE	0	
HANOVER(VA)	6		HANOVER	VA	6		VA	HANOVER-VA	51085	FALSE	0	
HARDEMAN(TN)	6		HARDEMAN	TN	6		TN	HARDEMAN-TN	47069	FALSE	0	
HENRY(GA)	6		HENRY	GA	6		GA	HENRY-GA	13151	FALSE	0	
HENRY(IA)	6		HENRY	IA	6		IA	HENRY-IA	19087	FALSE	0	
HICKMAN(TN)	6		HICKMAN	TN	6		TN	HICKMAN-TN	47081	FALSE	0	
HIDALGO(TX)	6		HIDALGO	TX	6		TX	HIDALGO-TX	48215	FALSE	0	
HIGHLANDS(FL)	6		HIGHLANDS	FL	6		FL	HIGHLANDS-FL	12055	FALSE	0	
ISANTI(MN)	6		ISANTI	MN	6		MN	ISANTI-MN	27059	FALSE	0	
JACKSON(MI)	6		JACKSON	MI	6		MI	JACKSON-MI	26075	FALSE	0	
JOHNSON(AR)	6		JOHNSON	AR	6		AR	JOHNSON-AR	05071	FALSE	0	
LAWRENCE(AR)	6		LAWRENCE	AR	6		AR	LAWRENCE-AR	05075	FALSE	0	
LEWIS(WA)	6		LEWIS	WA	6		WA	LEWIS-WA	53041	FALSE	0	
LEXINGTON(SC)	6		LEXINGTON	SC	6		SC	LEXINGTON-SC	45063	FALSE	0	
LOGAN(KY)	6		LOGAN	KY	6		KY	LOGAN-KY	21141	FALSE	0	
MARATHON(WI)	6		MARATHON	WI	6		WI	MARATHON-WI	55073	FALSE	0	
MARION(TN)	6		MARION	TN	6		TN	MARION-TN	47115	FALSE	0	
MARQUETTE(WI)	6		MARQUETTE	WI	6		WI	MARQUETTE-WI	55077	FALSE	0	
MARTIN(FL)	6		MARTIN	FL	6		FL	MARTIN-FL	12085	FALSE	0	
MECOSTA(MI)	6		MECOSTA	MI	6		MI	MECOSTA-MI	26107	FALSE	0	
MINNEHAHA(SD)	6		MINNEHAHA	SD	6		SD	MINNEHAHA-SD	46099	FALSE	0	
MISSOULA(MT)	6		MISSOULA	MT	6		MT	MISSOULA-MT	30063	FALSE	0	
MONROE(NY)	6		MONROE	NY	6		NY	MONROE-NY	36055	FALSE	0	
MONTGOMERY(KS)	6		MONTGOMERY	KS	6		KS	MONTGOMERY-KS	20125	FALSE	0	
MULTNOMAH(OR)	6		MULTNOMAH	OR	6		OR	MULTNOMAH-OR	41051	FALSE	0	
NATRONA(WY)	6		NATRONA	WY	6		WY	NATRONA-WY	56025	FALSE	0	
NEW CASTLE(DE)	6		NEW CASTLE	DE	6		DE	NEW CASTLE-DE	10003	FALSE	0	
NEW LONDON(CT)	6		NEW LONDON	CT	6		CT	NEW LONDON-CT	09011	FALSE	0	
NORFOLK(MA)	6		NORFOLK	MA	6		MA	NORFOLK-MA	25021	FALSE	0	
OHIO(KY)	6		OHIO	KY	6		KY	OHIO-KY	21183	FALSE	0	
PETTIS(MO)	6		PETTIS	MO	6		MO	PETTIS-MO	29159	FALSE	0	
PHELPS(MO)	6		PHELPS	MO	6		MO	PHELPS-MO	29161	FALSE	0	
PIATT(IL)	6		PIATT	IL	6		IL	PIATT-IL	17147	FALSE	0	
PINAL(AZ)	6		PINAL	AZ	6		AZ	PINAL-AZ	04021	FALSE	0	
PRAIRIE(AR)	6		PRAIRIE	AR	6		AR	PRAIRIE-AR	05117	FALSE	0	
PREBLE(OH)	6		PREBLE	OH	6		OH	PREBLE-OH	39135	FALSE	0	
RANDOLPH(IL)	6		RANDOLPH	IL	6		IL	RANDOLPH-IL	17157	FALSE	0	
SAINT CLAIR(MI)	6		SAINT CLAIR	MI	6		MI	SAINT CLAIR-MI	26147	FALSE	0	
SAN FRANCISCO(CA)	6		SAN FRANCISCO	CA	6		CA	SAN FRANCISCO-CA	06075	FALSE	0	
SARPY(NE)	6		SARPY	NE	6		NE	SARPY-NE	31153	FALSE	0	
SAWYER(WI)	6		SAWYER	WI	6		WI	SAWYER-WI	55113	FALSE	0	
SCOTTS BLUFF(NE)	6		SCOTTS BLUFF	NE	6		NE	SCOTTS BLUFF-NE	31157	FALSE	0	
SKAGIT(WA)	6		SKAGIT	WA	6		WA	SKAGIT-WA	53057	FALSE	0	
ST JOHN THE BAPTIST(LA)	6		ST JOHN THE BAPTIST	LA	6		LA	ST JOHN THE BAPTIST-LA	22095	FALSE	0	
STANISLAUS(CA)	6		STANISLAUS	CA	6		CA	STANISLAUS-CA	06099	FALSE	0	
STODDARD(MO)	6		STODDARD	MO	6		MO	STODDARD-MO	29207	FALSE	0	
SUSQUEHANNA(PA)	6		SUSQUEHANNA	PA	6		PA	SUSQUEHANNA-PA	42115	FALSE	0	
TOOMBS(GA)	6		TOOMBS	GA	6		GA	TOOMBS-GA	13279	FALSE	0	
VENTURA(CA)	6		VENTURA	CA	6		CA	VENTURA-CA	06111	FALSE	0	
WALTHALL(MS)	6		WALTHALL	MS	6		MS	WALTHALL-MS	28147	FALSE	0	
WASHINGTON(LA)	6		WASHINGTON	LA	6		LA	WASHINGTON-LA	22117	FALSE	0	
WEAKLEY(TN)	6		WEAKLEY	TN	6		TN	WEAKLEY-TN	47183	FALSE	0	
WESTCHESTER(NY)	6		WESTCHESTER	NY	6		NY	WESTCHESTER-NY	36119	FALSE	0	
WILLIAMS(OH)	6		WILLIAMS	OH	6		OH	WILLIAMS-OH	39171	FALSE	0	
YAKIMA(WA)	6		YAKIMA	WA	6		WA	YAKIMA-WA	53077	FALSE	0	
ANNE ARUNDEL(MD)	5		ANNE ARUNDEL	MD	5		MD	ANNE ARUNDEL-MD	24003	FALSE	0	
ASCENSION(LA)	5		ASCENSION	LA	5		LA	ASCENSION-LA	22005	FALSE	0	
ASHE(NC)	5		ASHE	NC	5		NC	ASHE-NC	37009	FALSE	0	
ASHTABULA(OH)	5		ASHTABULA	OH	5		OH	ASHTABULA-OH	39007	FALSE	0	
BALDWIN(AL)	5		BALDWIN	AL	5		AL	BALDWIN-AL	01003	FALSE	0	
BALLARD(KY)	5		BALLARD	KY	5		KY	BALLARD-KY	21007	FALSE	0	
BENTON(IA)	5		BENTON	IA	5		IA	BENTON-IA	19011	FALSE	0	
BERKELEY(SC)	5		BERKELEY	SC	5		SC	BERKELEY-SC	45015	FALSE	0	
BLACKFORD(IN)	5		BLACKFORD	IN	5		IN	BLACKFORD-IN	18009	FALSE	0	
BOONE(MO)	5		BOONE	MO	5		MO	BOONE-MO	29019	FALSE	0	
BUTLER(KS)	5		BUTLER	KS	5		KS	BUTLER-KS	20015	FALSE	0	
BUTLER(KY)	5		BUTLER	KY	5		KY	BUTLER-KY	21031	FALSE	0	
CABARRUS(NC)	5		CABARRUS	NC	5		NC	CABARRUS-NC	37025	FALSE	0	
CARLTON(MN)	5		CARLTON	MN	5		MN	CARLTON-MN	27017	FALSE	0	
CARTER(TN)	5		CARTER	TN	5		TN	CARTER-TN	47019	FALSE	0	
CARTERET(NC)	5		CARTERET	NC	5		NC	CARTERET-NC	37031	FALSE	0	
CASS(MN)	5		CASS	MN	5		MN	CASS-MN	27021	FALSE	0	
CHESTER(TN)	5		CHESTER	TN	5		TN	CHESTER-TN	47023	FALSE	0	
CHEYENNE(NE)	5		CHEYENNE	NE	5		NE	CHEYENNE-NE	31033	FALSE	0	
CLARK(WI)	5		CLARK	WI	5		WI	CLARK-WI	55019	FALSE	0	
CLEARFIELD(PA)	5		CLEARFIELD	PA	5		PA	CLEARFIELD-PA	42033	FALSE	0	
COCKE(TN)	5		COCKE	TN	5		TN	COCKE-TN	47029	FALSE	0	
CRAVEN(NC)	5		CRAVEN	NC	5		NC	CRAVEN-NC	37049	FALSE	0	
CUMBERLAND(TN)	5		CUMBERLAND	TN	5		TN	CUMBERLAND-TN	47035	FALSE	0	
DOUGLAS(IL)	5		DOUGLAS	IL	5		IL	DOUGLAS-IL	17041	FALSE	0	
FAYETTE(WV)	5		FAYETTE	WV	5		WV	FAYETTE-WV	54019	FALSE	0	
FORSYTH(GA)	5		FORSYTH	GA	5		GA	FORSYTH-GA	13117	FALSE	0	
FULTON(IL)	5		FULTON	IL	5		IL	FULTON-IL	17057	FALSE	0	
GILES(TN)	5		GILES	TN	5		TN	GILES-TN	47055	FALSE	0	
GRANT(KY)	5		GRANT	KY	5		KY	GRANT-KY	21081	FALSE	0	
HAMILTON(IL)	5		HAMILTON	IL	5		IL	HAMILTON-IL	17065	FALSE	0	
HANCOCK(KY)	5		HANCOCK	KY	5		KY	HANCOCK-KY	21091	FALSE	0	
HANCOCK(MS)	5		HANCOCK	MS	5		MS	HANCOCK-MS	28045	FALSE	0	
HERKIMER(NY)	5		HERKIMER	NY	5		NY	HERKIMER-NY	36043	FALSE	0	
HORRY(SC)	5		HORRY	SC	5		SC	HORRY-SC	45051	FALSE	0	
HOWELL(MO)	5		HOWELL	MO	5		MO	HOWELL-MO	29091	FALSE	0	
INDEPENDENCE(AR)	5		INDEPENDENCE	AR	5		AR	INDEPENDENCE-AR	05063	FALSE	0	
ISLE OF WIGHT(VA)	5		ISLE OF WIGHT	VA	5		VA	ISLE OF WIGHT-VA	51093	FALSE	0	
JACKSON(WI)	5		JACKSON	WI	5		WI	JACKSON-WI	55053	FALSE	0	
LA SALLE(LA)	5		LA SALLE	LA	5		LA	LA SALLE-LA	22059	FALSE	0	
LAGRANGE(IN)	5		LAGRANGE	IN	5		IN	LAGRANGE-IN	18087	FALSE	0	
LANGLADE(WI)	5		LANGLADE	WI	5		WI	LANGLADE-WI	55067	FALSE	0	
LARUE(KY)	5		LARUE	KY	5		KY	LARUE-KY	21123	FALSE	0	
LESLIE(KY)	5		LESLIE	KY	5		KY	LESLIE-KY	21131	FALSE	0	
MARION(OR)	5		MARION	OR	5		OR	MARION-OR	41047	FALSE	0	
MARION(WV)	5		MARION	WV	5		WV	MARION-WV	54049	FALSE	0	
MCDOWELL(WV)	5		MCDOWELL	WV	5		WV	MCDOWELL-WV	54047	FALSE	0	
MENOMINEE(MI)	5		MENOMINEE	MI	5		MI	MENOMINEE-MI	26109	FALSE	0	
METCALFE(KY)	5		METCALFE	KY	5		KY	METCALFE-KY	21169	FALSE	0	
MINGO(WV)	5		MINGO	WV	5		WV	MINGO-WV	54059	FALSE	0	
MONONGALIA(WV)	5		MONONGALIA	WV	5		WV	MONONGALIA-WV	54061	FALSE	0	
MONROE(MI)	5		MONROE	MI	5		MI	MONROE-MI	26115	FALSE	0	
MONTGOMERY(IL)	5		MONTGOMERY	IL	5		IL	MONTGOMERY-IL	17135	FALSE	0	
MONTGOMERY(VA)	5		MONTGOMERY	VA	5		VA	MONTGOMERY-VA	51121	FALSE	0	
MUSKOGEE(OK)	5		MUSKOGEE	OK	5		OK	MUSKOGEE-OK	40101	FALSE	0	
NEWTON(GA)	5		NEWTON	GA	5		GA	NEWTON-GA	13217	FALSE	0	
NICHOLAS(WV)	5		NICHOLAS	WV	5		WV	NICHOLAS-WV	54067	FALSE	0	
OLDHAM(KY)	5		OLDHAM	KY	5		KY	OLDHAM-KY	21185	FALSE	0	
ORANGEBURG(SC)	5		ORANGEBURG	SC	5		SC	ORANGEBURG-SC	45075	FALSE	0	
PASCO(FL)	5		PASCO	FL	5		FL	PASCO-FL	12101	FALSE	0	
PEMISCOT(MO)	5		PEMISCOT	MO	5		MO	PEMISCOT-MO	29155	FALSE	0	
PIKE(OH)	5		PIKE	OH	5		OH	PIKE-OH	39131	FALSE	0	
PINE(MN)	5		PINE	MN	5		MN	PINE-MN	27115	FALSE	0	
POLK(AR)	5		POLK	AR	5		AR	POLK-AR	05113	FALSE	0	
RICHLAND(LA)	5		RICHLAND	LA	5		LA	RICHLAND-LA	22083	FALSE	0	
ROGERS(OK)	5		ROGERS	OK	5		OK	ROGERS-OK	40131	FALSE	0	
ROSS(OH)	5		ROSS	OH	5		OH	ROSS-OH	39141	FALSE	0	
RUSSELL(AL)	5		RUSSELL	AL	5		AL	RUSSELL-AL	01113	FALSE	0	
SAINT MARY(LA)	5		SAINT MARY	LA	5		LA	SAINT MARY-LA	22101	FALSE	0	
SAN JUAN(NM)	5		SAN JUAN	NM	5		NM	SAN JUAN-NM	35045	FALSE	0	
SANTA FE(NM)	5		SANTA FE	NM	5		NM	SANTA FE-NM	35049	FALSE	0	
STAFFORD(VA)	5		STAFFORD	VA	5		VA	STAFFORD-VA	51179	FALSE	0	
STORY(IA)	5		STORY	IA	5		IA	STORY-IA	19169	FALSE	0	
TALLAPOOSA(AL)	5		TALLAPOOSA	AL	5		AL	TALLAPOOSA-AL	01123	FALSE	0	
TAYLOR(GA)	5		TAYLOR	GA	5		GA	TAYLOR-GA	13269	FALSE	0	
TEXAS(MO)	5		TEXAS	MO	5		MO	TEXAS-MO	29215	FALSE	0	
THURSTON(WA)	5		THURSTON	WA	5		WA	THURSTON-WA	53067	FALSE	0	
TURNER(SD)	5		TURNER	SD	5		SD	TURNER-SD	46125	FALSE	0	
UNION(LA)	5		UNION	LA	5		LA	UNION-LA	22111	FALSE	0	
VAN BUREN(AR)	5		VAN BUREN	AR	5		AR	VAN BUREN-AR	05141	FALSE	0	
WARE(GA)	5		WARE	GA	5		GA	WARE-GA	13299	FALSE	0	
WASHTENAW(MI)	5		WASHTENAW	MI	5		MI	WASHTENAW-MI	26161	FALSE	0	
WAYNE(KY)	5		WAYNE	KY	5		KY	WAYNE-KY	21231	FALSE	0	
WEBER(UT)	5		WEBER	UT	5		UT	WEBER-UT	49057	FALSE	0	
WESTMORELAND(PA)	5		WESTMORELAND	PA	5		PA	WESTMORELAND-PA	42129	FALSE	0	
WILLIAMSON(TN)	5		WILLIAMSON	TN	5		TN	WILLIAMSON-TN	47187	FALSE	0	
WINONA(MN)	5		WINONA	MN	5		MN	WINONA-MN	27169	FALSE	0	
WORCESTER(MA)	5		WORCESTER	MA	5		MA	WORCESTER-MA	25027	FALSE	0	
