county_orig	count		county_clean	state	count		state	match	fipscode	error	err2	
JEFFERSON(CO)	20		JEFFERSON	CO	20		CO	JEFFERSON-CO	08059	FALSE	0	
KENDALL(IL)	20		KENDALL	IL	20		IL	KENDALL-IL	17093	FALSE	0	
MONTGOMERY(IN)	20		MONTGOMERY	IN	20		IN	MONTGOMERY-IN	18107	FALSE	0	
MUSKEGON(MI)	20		MUSKEGON	MI	20		MI	MUSKEGON-MI	26121	FALSE	0	
PULASKI(KY)	20		PULASKI	KY	20		KY	PULASKI-KY	21199	FALSE	0	
RAPIDES(LA)	20		RAPIDES	LA	20		LA	RAPIDES-LA	22079	FALSE	0	
SHELBY(OH)	20		SHELBY	OH	20		OH	SHELBY-OH	39149	FALSE	0	
SPOKANE(WA)	20		SPOKANE	WA	20		WA	SPOKANE-WA	53063	FALSE	0	
STEUBEN(IN)	20		STEUBEN	IN	20		IN	STEUBEN-IN	18151	FALSE	0	
SUMMIT(OH)	20		SUMMIT	OH	20		OH	SUMMIT-OH	39153	FALSE	0	
WARREN(OH)	20		WARREN	OH	20		OH	WARREN-OH	39165	FALSE	0	
ANCHORAGE(AK)	19		ANCHORAGE	AK	19		AK	ANCHORAGE-AK	02020	FALSE	0	
BOONE(KY)	19		BOONE	KY	19		KY	BOONE-KY	21015	FALSE	0	
DAKOTA(MN)	19		DAKOTA	MN	19		MN	DAKOTA-MN	27037	FALSE	0	
LAFAYETTE(MS)	19		LAFAYETTE	MS	19		MS	LAFAYETTE-MS	28071	FALSE	0	
MARION(MS)	19		MARION	MS	19		MS	MARION-MS	28091	FALSE	0	
NEWPORT NEWS CITY(VA)	19		NEWPORT NEWS CITY	VA	19		VA	NEWPORT NEWS CITY-VA	51700	FALSE	0	
OCONEE(GA)	19		OCONEE	GA	19		GA	OCONEE-GA	13219	FALSE	0	
RILEY(KS)	19		RILEY	KS	19		KS	RILEY-KS	20161	FALSE	0	
STEPHENSON(IL)	19		STEPHENSON	IL	19		IL	STEPHENSON-IL	17177	FALSE	0	
VAN BUREN(MI)	19		VAN BUREN	MI	19		MI	VAN BUREN-MI	26159	FALSE	0	
ANOKA(MN)	18		ANOKA	MN	18		MN	ANOKA-MN	27003	FALSE	0	
ARAPAHOE(CO)	18		ARAPAHOE	CO	18		CO	ARAPAHOE-CO	08005	FALSE	0	
CHARLESTON(SC)	18		CHARLESTON	SC	18		SC	CHARLESTON-SC	45019	FALSE	0	
CLARK(OH)	18		CLARK	OH	18		OH	CLARK-OH	39023	FALSE	0	
FULTON(KY)	18		FULTON	KY	18		KY	FULTON-KY	21075	FALSE	0	
HARTFORD(CT)	18		HARTFORD	CT	18		CT	HARTFORD-CT	09003	FALSE	0	
RAMSEY(MN)	18		RAMSEY	MN	18		MN	RAMSEY-MN	27123	FALSE	0	
SAGINAW(MI)	18		SAGINAW	MI	18		MI	SAGINAW-MI	26145	FALSE	0	
SAINT TAMMANY(LA)	18		SAINT TAMMANY	LA	18		LA	SAINT TAMMANY-LA	22103	FALSE	0	
VIRGINIA BEACH CITY(VA)	18		VIRGINIA BEACH CITY	VA	18		VA	VIRGINIA BEACH CITY-VA	51810	FALSE	0	
WAYNE(OH)	18		WAYNE	OH	18		OH	WAYNE-OH	39169	FALSE	0	
CLARKE(MS)	17		CLARKE	MS	17		MS	CLARKE-MS	28023	FALSE	0	
DYER(TN)	17		DYER	TN	17		TN	DYER-TN	47045	FALSE	0	
FAULKNER(AR)	17		FAULKNER	AR	17		AR	FAULKNER-AR	05045	FALSE	0	
GRANT(WI)	17		GRANT	WI	17		WI	GRANT-WI	55043	FALSE	0	
GRUNDY(IL)	17		GRUNDY	IL	17		IL	GRUNDY-IL	17063	FALSE	0	
HOUSTON(GA)	17		HOUSTON	GA	17		GA	HOUSTON-GA	13153	FALSE	0	
HUMPHREYS(MS)	17		HUMPHREYS	MS	17		MS	HUMPHREYS-MS	28053	FALSE	0	
LAUDERDALE(AL)	17		LAUDERDALE	AL	17		AL	LAUDERDALE-AL	01077	FALSE	0	
LAWRENCE(IN)	17		LAWRENCE	IN	17		IN	LAWRENCE-IN	18093	FALSE	0	
LEE(AL)	17		LEE	AL	17		AL	LEE-AL	01081	FALSE	0	
MACOUPIN(IL)	17		MACOUPIN	IL	17		IL	MACOUPIN-IL	17117	FALSE	0	
MCDONOUGH(IL)	17		MCDONOUGH	IL	17		IL	MCDONOUGH-IL	17109	FALSE	0	
MCLENNAN(TX)	17		MCLENNAN	TX	17		TX	MCLENNAN-TX	48309	FALSE	0	
NESHOBA(MS)	17		NESHOBA	MS	17		MS	NESHOBA-MS	28099	FALSE	0	
STARK(OH)	17		STARK	OH	17		OH	STARK-OH	39151	FALSE	0	
UTAH(UT)	17		UTAH	UT	17		UT	UTAH-UT	49049	FALSE	0	
WALKER(AL)	17		WALKER	AL	17		AL	WALKER-AL	01127	FALSE	0	
WASHINGTON(MN)	17		WASHINGTON	MN	17		MN	WASHINGTON-MN	27163	FALSE	0	
BOONE(IL)	16		BOONE	IL	16		IL	BOONE-IL	17007	FALSE	0	
CHICKASAW(MS)	16		CHICKASAW	MS	16		MS	CHICKASAW-MS	28017	FALSE	0	
DESHA(AR)	16		DESHA	AR	16		AR	DESHA-AR	05041	FALSE	0	
FAYETTE(IN)	16		FAYETTE	IN	16		IN	FAYETTE-IN	18041	FALSE	0	
FULTON(IN)	16		FULTON	IN	16		IN	FULTON-IN	18049	FALSE	0	
GRAVES(KY)	16		GRAVES	KY	16		KY	GRAVES-KY	21083	FALSE	0	
HOPKINS(KY)	16		HOPKINS	KY	16		KY	HOPKINS-KY	21107	FALSE	0	
IROQUOIS(IL)	16		IROQUOIS	IL	16		IL	IROQUOIS-IL	17075	FALSE	0	
JACKSON(MS)	16		JACKSON	MS	16		MS	JACKSON-MS	28059	FALSE	0	
KITSAP(WA)	16		KITSAP	WA	16		WA	KITSAP-WA	53035	FALSE	0	
LICKING(OH)	16		LICKING	OH	16		OH	LICKING-OH	39089	FALSE	0	
LIMESTONE(AL)	16		LIMESTONE	AL	16		AL	LIMESTONE-AL	01083	FALSE	0	
LINCOLN(LA)	16		LINCOLN	LA	16		LA	LINCOLN-LA	22061	FALSE	0	
MARION(OH)	16		MARION	OH	16		OH	MARION-OH	39101	FALSE	0	
MARSHALL(IN)	16		MARSHALL	IN	16		IN	MARSHALL-IN	18099	FALSE	0	
RUTHERFORD(TN)	16		RUTHERFORD	TN	16		TN	RUTHERFORD-TN	47149	FALSE	0	
TALLADEGA(AL)	16		TALLADEGA	AL	16		AL	TALLADEGA-AL	01121	FALSE	0	
ADAMS(CO)	15		ADAMS	CO	15		CO	ADAMS-CO	08001	FALSE	0	
ADAMS(WI)	15		ADAMS	WI	15		WI	ADAMS-WI	55001	FALSE	0	
BOONE(IN)	15		BOONE	IN	15		IN	BOONE-IN	18011	FALSE	0	
BOSSIER(LA)	15		BOSSIER	LA	15		LA	BOSSIER-LA	22015	FALSE	0	
BRAZORIA(TX)	15		BRAZORIA	TX	15		TX	BRAZORIA-TX	48039	FALSE	0	
BRAZOS(TX)	15		BRAZOS	TX	15		TX	BRAZOS-TX	48041	FALSE	0	
CARROLL(TN)	15		CARROLL	TN	15		TN	CARROLL-TN	47017	FALSE	0	
CHATHAM(GA)	15		CHATHAM	GA	15		GA	CHATHAM-GA	13051	FALSE	0	
FLOYD(GA)	15		FLOYD	GA	15		GA	FLOYD-GA	13115	FALSE	0	
HENDERSON(KY)	15		HENDERSON	KY	15		KY	HENDERSON-KY	21101	FALSE	0	
JENNINGS(IN)	15		JENNINGS	IN	15		IN	JENNINGS-IN	18079	FALSE	0	
MCNAIRY(TN)	15		MCNAIRY	TN	15		TN	MCNAIRY-TN	47109	FALSE	0	
MONROE(AR)	15		MONROE	AR	15		AR	MONROE-AR	05095	FALSE	0	
NUECES(TX)	15		NUECES	TX	15		TX	NUECES-TX	48355	FALSE	0	
SACRAMENTO(CA)	15		SACRAMENTO	CA	15		CA	SACRAMENTO-CA	06067	FALSE	0	
SAINT BERNARD(LA)	15		SAINT BERNARD	LA	15		LA	SAINT BERNARD-LA	22087	FALSE	0	
SEVIER(TN)	15		SEVIER	TN	15		TN	SEVIER-TN	47155	FALSE	0	
SHAWANO(WI)	15		SHAWANO	WI	15		WI	SHAWANO-WI	55115	FALSE	0	
STARKE(IN)	15		STARKE	IN	15		IN	STARKE-IN	18149	FALSE	0	
UNION(AR)	15		UNION	AR	15		AR	UNION-AR	05139	FALSE	0	
ADAMS(IL)	14		ADAMS	IL	14		IL	ADAMS-IL	17001	FALSE	0	
ALLEN(OH)	14		ALLEN	OH	14		OH	ALLEN-OH	39003	FALSE	0	
BENTON(AR)	14		BENTON	AR	14		AR	BENTON-AR	05007	FALSE	0	
BREVARD(FL)	14		BREVARD	FL	14		FL	BREVARD-FL	12009	FALSE	0	
CALHOUN(MS)	14		CALHOUN	MS	14		MS	CALHOUN-MS	28013	FALSE	0	
CASCADE(MT)	14		CASCADE	MT	14		MT	CASCADE-MT	30013	FALSE	0	
CLAY(IN)	14		CLAY	IN	14		IN	CLAY-IN	18021	FALSE	0	
DOUGHERTY(GA)	14		DOUGHERTY	GA	14		GA	DOUGHERTY-GA	13095	FALSE	0	
ERIE(NY)	14		ERIE	NY	14		NY	ERIE-NY	36029	FALSE	0	
GIBSON(TN)	14		GIBSON	TN	14		TN	GIBSON-TN	47053	FALSE	0	
JASPER(MS)	14		JASPER	MS	14		MS	JASPER-MS	28061	FALSE	0	
LANCASTER(NE)	14		LANCASTER	NE	14		NE	LANCASTER-NE	31109	FALSE	0	
LEON(FL)	14		LEON	FL	14		FL	LEON-FL	12073	FALSE	0	
LOGAN(OH)	14		LOGAN	OH	14		OH	LOGAN-OH	39091	FALSE	0	
LOGAN(WV)	14		LOGAN	WV	14		WV	LOGAN-WV	54045	FALSE	0	
MORGAN(IN)	14		MORGAN	IN	14		IN	MORGAN-IN	18109	FALSE	0	
NASSAU(NY)	14		NASSAU	NY	14		NY	NASSAU-NY	36059	FALSE	0	
OBION(TN)	14		OBION	TN	14		TN	OBION-TN	47131	FALSE	0	
OCONTO(WI)	14		OCONTO	WI	14		WI	OCONTO-WI	55083	FALSE	0	
PRINCE GEORGES(MD)	14		PRINCE GEORGES	MD	14		MD	PRINCE GEORGES-MD	#N/A	TRUE	1	
SAINT LOUIS(MN)	14		SAINT LOUIS	MN	14		MN	SAINT LOUIS-MN	27137	FALSE	0	
SHELBY(IL)	14		SHELBY	IL	14		IL	SHELBY-IL	17173	FALSE	0	
WASHOE(NV)	14		WASHOE	NV	14		NV	WASHOE-NV	32031	FALSE	0	
BAXTER(AR)	13		BAXTER	AR	13		AR	BAXTER-AR	05005	FALSE	0	
BULLITT(KY)	13		BULLITT	KY	13		KY	BULLITT-KY	21029	FALSE	0	
CARSON CITY(NV)	13		CARSON CITY	NV	13		NV	CARSON CITY-NV	32510	FALSE	0	
CASS(MI)	13		CASS	MI	13		MI	CASS-MI	26027	FALSE	0	
CLINTON(IN)	13		CLINTON	IN	13		IN	CLINTON-IN	18023	FALSE	0	
COLE(MO)	13		COLE	MO	13		MO	COLE-MO	29051	FALSE	0	
CORYELL(TX)	13		CORYELL	TX	13		TX	CORYELL-TX	48099	FALSE	0	
GREENVILLE(SC)	13		GREENVILLE	SC	13		SC	GREENVILLE-SC	45045	FALSE	0	
JEFFERSON(TX)	13		JEFFERSON	TX	13		TX	JEFFERSON-TX	48245	FALSE	0	
LEAKE(MS)	13		LEAKE	MS	13		MS	LEAKE-MS	28079	FALSE	0	
LONOKE(AR)	13		LONOKE	AR	13		AR	LONOKE-AR	05085	FALSE	0	
MARION(FL)	13		MARION	FL	13		FL	MARION-FL	12083	FALSE	0	
OKALOOSA(FL)	13		OKALOOSA	FL	13		FL	OKALOOSA-FL	12091	FALSE	0	
ORLEANS(LA)	13		ORLEANS	LA	13		LA	ORLEANS-LA	22071	FALSE	0	
RICHLAND(SC)	13		RICHLAND	SC	13		SC	RICHLAND-SC	45079	FALSE	0	
SAINT CHARLES(MO)	13		SAINT CHARLES	MO	13		MO	SAINT CHARLES-MO	#N/A	TRUE	1	
SAINT JOSEPH(MI)	13		SAINT JOSEPH	MI	13		MI	SAINT JOSEPH-MI	#N/A	TRUE	1	
SAINT LOUIS CITY(MO)	13		SAINT LOUIS CITY	MO	13		MO	SAINT LOUIS CITY-MO	29510	FALSE	0	
VERMILLION(IN)	13		VERMILLION	IN	13		IN	VERMILLION-IN	18165	FALSE	0	
WASHINGTON(PA)	13		WASHINGTON	PA	13		PA	WASHINGTON-PA	42125	FALSE	0	
WOOD(OH)	13		WOOD	OH	13		OH	WOOD-OH	39173	FALSE	0	
YELLOWSTONE(MT)	13		YELLOWSTONE	MT	13		MT	YELLOWSTONE-MT	30111	FALSE	0	
YUMA(AZ)	13		YUMA	AZ	13		AZ	YUMA-AZ	04027	FALSE	0	
ASHLEY(AR)	12		ASHLEY	AR	12		AR	ASHLEY-AR	05003	FALSE	0	
BARRON(WI)	12		BARRON	WI	12		WI	BARRON-WI	55005	FALSE	0	
BOWIE(TX)	12		BOWIE	TX	12		TX	BOWIE-TX	48037	FALSE	0	
BUREAU(IL)	12		BUREAU	IL	12		IL	BUREAU-IL	17011	FALSE	0	
CHICOT(AR)	12		CHICOT	AR	12		AR	CHICOT-AR	05017	FALSE	0	
COFFEE(AL)	12		COFFEE	AL	12		AL	COFFEE-AL	01031	FALSE	0	
COLLIN(TX)	12		COLLIN	TX	12		TX	COLLIN-TX	48085	FALSE	0	
COLUMBIA(WI)	12		COLUMBIA	WI	12		WI	COLUMBIA-WI	55021	FALSE	0	
ERIE(OH)	12		ERIE	OH	12		OH	ERIE-OH	39043	FALSE	0	
JOHNSON(KY)	12		JOHNSON	KY	12		KY	JOHNSON-KY	21115	FALSE	0	
LAWRENCE(OH)	12		LAWRENCE	OH	12		OH	LAWRENCE-OH	39087	FALSE	0	
MCMINN(TN)	12		MCMINN	TN	12		TN	MCMINN-TN	47107	FALSE	0	
MIAMI(IN)	12		MIAMI	IN	12		IN	MIAMI-IN	18103	FALSE	0	
MONROE(TN)	12		MONROE	TN	12		TN	MONROE-TN	47123	FALSE	0	
RALEIGH(WV)	12		RALEIGH	WV	12		WV	RALEIGH-WV	54081	FALSE	0	
WASHINGTON(TN)	12		WASHINGTON	TN	12		TN	WASHINGTON-TN	47179	FALSE	0	
WEBB(TX)	12		WEBB	TX	12		TX	WEBB-TX	48479	FALSE	0	
ANDERSON(TN)	11		ANDERSON	TN	11		TN	ANDERSON-TN	47001	FALSE	0	
BUTLER(MO)	11		BUTLER	MO	11		MO	BUTLER-MO	29023	FALSE	0	
CALCASIEU(LA)	11		CALCASIEU	LA	11		LA	CALCASIEU-LA	22019	FALSE	0	
CARROLL(IN)	11		CARROLL	IN	11		IN	CARROLL-IN	18015	FALSE	0	
CHESTERFIELD(VA)	11		CHESTERFIELD	VA	11		VA	CHESTERFIELD-VA	51041	FALSE	0	
CLAIBORNE(MS)	11		CLAIBORNE	MS	11		MS	CLAIBORNE-MS	28021	FALSE	0	
DARLINGTON(SC)	11		DARLINGTON	SC	11		SC	DARLINGTON-SC	45031	FALSE	0	
DE KALB(AL)	11		DE KALB	AL	11		AL	DE KALB-AL	01049	FALSE	0	
DENTON(TX)	11		DENTON	TX	11		TX	DENTON-TX	48121	FALSE	0	
DEWITT(IL)	11		DEWITT	IL	11		IL	DEWITT-IL	#N/A	TRUE	1	
EFFINGHAM(IL)	11		EFFINGHAM	IL	11		IL	EFFINGHAM-IL	17049	FALSE	0	
FLOYD(IN)	11		FLOYD	IN	11		IN	FLOYD-IN	18043	FALSE	0	
HUNTINGTON(IN)	11		HUNTINGTON	IN	11		IN	HUNTINGTON-IN	18069	FALSE	0	
JACKSON(AL)	11		JACKSON	AL	11		AL	JACKSON-AL	01071	FALSE	0	
JACKSON(IN)	11		JACKSON	IN	11		IN	JACKSON-IN	18071	FALSE	0	
LAUREL(KY)	11		LAUREL	KY	11		KY	LAUREL-KY	21125	FALSE	0	
LIVINGSTON(IL)	11		LIVINGSTON	IL	11		IL	LIVINGSTON-IL	17105	FALSE	0	
MAYES(OK)	11		MAYES	OK	11		OK	MAYES-OK	40097	FALSE	0	
ONEIDA(WI)	11		ONEIDA	WI	11		WI	ONEIDA-WI	55085	FALSE	0	
PIKE(KY)	11		PIKE	KY	11		KY	PIKE-KY	21195	FALSE	0	
PULASKI(IL)	11		PULASKI	IL	11		IL	PULASKI-IL	17153	FALSE	0	
SCIOTO(OH)	11		SCIOTO	OH	11		OH	SCIOTO-OH	39145	FALSE	0	
SMITH(TX)	11		SMITH	TX	11		TX	SMITH-TX	48423	FALSE	0	
SPALDING(GA)	11		SPALDING	GA	11		GA	SPALDING-GA	13255	FALSE	0	
STARK(IL)	11		STARK	IL	11		IL	STARK-IL	17175	FALSE	0	
SUMTER(AL)	11		SUMTER	AL	11		AL	SUMTER-AL	01119	FALSE	0	
TIPTON(TN)	11		TIPTON	TN	11		TN	TIPTON-TN	47167	FALSE	0	
TROUP(GA)	11		TROUP	GA	11		GA	TROUP-GA	13285	FALSE	0	
UNION(NC)	11		UNION	NC	11		NC	UNION-NC	37179	FALSE	0	
VOLUSIA(FL)	11		VOLUSIA	FL	11		FL	VOLUSIA-FL	12127	FALSE	0	
WARD(ND)	11		WARD	ND	11		ND	WARD-ND	38101	FALSE	0	
WARREN(KY)	11		WARREN	KY	11		KY	WARREN-KY	21227	FALSE	0	
WAUSHARA(WI)	11		WAUSHARA	WI	11		WI	WAUSHARA-WI	55137	FALSE	0	
WEBSTER(KY)	11		WEBSTER	KY	11		KY	WEBSTER-KY	21233	FALSE	0	
WILSON(TN)	11		WILSON	TN	11		TN	WILSON-TN	47189	FALSE	0	
WOOD(WV)	11		WOOD	WV	11		WV	WOOD-WV	54107	FALSE	0	
ALLEGAN(MI)	10		ALLEGAN	MI	10		MI	ALLEGAN-MI	26005	FALSE	0	
BEDFORD(TN)	10		BEDFORD	TN	10		TN	BEDFORD-TN	47003	FALSE	0	
BLOUNT(TN)	10		BLOUNT	TN	10		TN	BLOUNT-TN	47009	FALSE	0	
BOULDER(CO)	10		BOULDER	CO	10		CO	BOULDER-CO	08013	FALSE	0	
CLINTON(IA)	10		CLINTON	IA	10		IA	CLINTON-IA	19045	FALSE	0	
CONTRA COSTA(CA)	10		CONTRA COSTA	CA	10		CA	CONTRA COSTA-CA	06013	FALSE	0	
CRITTENDEN(KY)	10		CRITTENDEN	KY	10		KY	CRITTENDEN-KY	21055	FALSE	0	
ESTILL(KY)	10		ESTILL	KY	10		KY	ESTILL-KY	21065	FALSE	0	
GUILFORD(NC)	10		GUILFORD	NC	10		NC	GUILFORD-NC	37081	FALSE	0	
HALL(GA)	10		HALL	GA	10		GA	HALL-GA	13139	FALSE	0	
HANCOCK(IN)	10		HANCOCK	IN	10		IN	HANCOCK-IN	18059	FALSE	0	
HARLAN(KY)	10		HARLAN	KY	10		KY	HARLAN-KY	21095	FALSE	0	
HOUSTON(AL)	10		HOUSTON	AL	10		AL	HOUSTON-AL	01069	FALSE	0	
JOHNSON(TX)	10		JOHNSON	TX	10		TX	JOHNSON-TX	48251	FALSE	0	
LAFAYETTE(LA)	10		LAFAYETTE	LA	10		LA	LAFAYETTE-LA	22055	FALSE	0	
LAKE(FL)	10		LAKE	FL	10		FL	LAKE-FL	12069	FALSE	0	
LARIMER(CO)	10		LARIMER	CO	10		CO	LARIMER-CO	08069	FALSE	0	
LEE(AR)	10		LEE	AR	10		AR	LEE-AR	05077	FALSE	0	
LINCOLN(NE)	10		LINCOLN	NE	10		NE	LINCOLN-NE	31111	FALSE	0	
MADISON(LA)	10		MADISON	LA	10		LA	MADISON-LA	22065	FALSE	0	
MOREHOUSE(LA)	10		MOREHOUSE	LA	10		LA	MOREHOUSE-LA	22067	FALSE	0	
NEW YORK(NY)	10		NEW YORK	NY	10		NY	NEW YORK-NY	36061	FALSE	0	
PEARL RIVER(MS)	10		PEARL RIVER	MS	10		MS	PEARL RIVER-MS	28109	FALSE	0	
PENNINGTON(SD)	10		PENNINGTON	SD	10		SD	PENNINGTON-SD	46103	FALSE	0	
PUEBLO(CO)	10		PUEBLO	CO	10		CO	PUEBLO-CO	08101	FALSE	0	
ROANE(TN)	10		ROANE	TN	10		TN	ROANE-TN	47145	FALSE	0	
RUSSELL(KY)	10		RUSSELL	KY	10		KY	RUSSELL-KY	21207	FALSE	0	
SAINT MARTIN(LA)	10		SAINT MARTIN	LA	10		LA	SAINT MARTIN-LA	22099	FALSE	0	
SOLANO(CA)	10		SOLANO	CA	10		CA	SOLANO-CA	06095	FALSE	0	
SULLIVAN(IN)	10		SULLIVAN	IN	10		IN	SULLIVAN-IN	18153	FALSE	0	
TAYLOR(KY)	10		TAYLOR	KY	10		KY	TAYLOR-KY	21217	FALSE	0	
TAYLOR(TX)	10		TAYLOR	TX	10		TX	TAYLOR-TX	48441	FALSE	0	
WOODFORD(KY)	10		WOODFORD	KY	10		KY	WOODFORD-KY	21239	FALSE	0	
YALOBUSHA(MS)	10		YALOBUSHA	MS	10		MS	YALOBUSHA-MS	28161	FALSE	0	
ADA(ID)	9		ADA	ID	9		ID	ADA-ID	16001	FALSE	0	
ALEXANDRIA CITY(VA)	9		ALEXANDRIA CITY	VA	9		VA	ALEXANDRIA CITY-VA	51510	FALSE	0	
BARREN(KY)	9		BARREN	KY	9		KY	BARREN-KY	21009	FALSE	0	
BEAUFORT(SC)	9		BEAUFORT	SC	9		SC	BEAUFORT-SC	45013	FALSE	0	
BEAVER(PA)	9		BEAVER	PA	9		PA	BEAVER-PA	42007	FALSE	0	
BOYLE(KY)	9		BOYLE	KY	9		KY	BOYLE-KY	21021	FALSE	0	
CALDWELL(NC)	9		CALDWELL	NC	9		NC	CALDWELL-NC	37027	FALSE	0	
CHAMBERS(AL)	9		CHAMBERS	AL	9		AL	CHAMBERS-AL	01017	FALSE	0	
CHAMPAIGN(OH)	9		CHAMPAIGN	OH	9		OH	CHAMPAIGN-OH	39021	FALSE	0	
CITRUS(FL)	9		CITRUS	FL	9		FL	CITRUS-FL	12017	FALSE	0	
CLARE(MI)	9		CLARE	MI	9		MI	CLARE-MI	26035	FALSE	0	
COCONINO(AZ)	9		COCONINO	AZ	9		AZ	COCONINO-AZ	04005	FALSE	0	
CONCORDIA(LA)	9		CONCORDIA	LA	9		LA	CONCORDIA-LA	22029	FALSE	0	
DECATUR(IN)	9		DECATUR	IN	9		IN	DECATUR-IN	18031	FALSE	0	
ESCAMBIA(AL)	9		ESCAMBIA	AL	9		AL	ESCAMBIA-AL	01053	FALSE	0	
FAIRFIELD(CT)	9		FAIRFIELD	CT	9		CT	FAIRFIELD-CT	09001	FALSE	0	
FAYETTE(IL)	9		FAYETTE	IL	9		IL	FAYETTE-IL	17051	FALSE	0	
FLOYD(KY)	9		FLOYD	KY	9		KY	FLOYD-KY	21071	FALSE	0	
FRANKLIN(TN)	9		FRANKLIN	TN	9		TN	FRANKLIN-TN	47051	FALSE	0	
FULTON(OH)	9		FULTON	OH	9		OH	FULTON-OH	39051	FALSE	0	
GALVESTON(TX)	9		GALVESTON	TX	9		TX	GALVESTON-TX	48167	FALSE	0	
GILA(AZ)	9		GILA	AZ	9		AZ	GILA-AZ	04007	FALSE	0	
GREENE(AR)	9		GREENE	AR	9		AR	GREENE-AR	05055	FALSE	0	
HERNANDO(FL)	9		HERNANDO	FL	9		FL	HERNANDO-FL	12053	FALSE	0	
JEFFERSON(MO)	9		JEFFERSON	MO	9		MO	JEFFERSON-MO	29099	FALSE	0	
KEMPER(MS)	9		KEMPER	MS	9		MS	KEMPER-MS	28069	FALSE	0	
KERN(CA)	9		KERN	CA	9		CA	KERN-CA	06029	FALSE	0	
LANCASTER(PA)	9		LANCASTER	PA	9		PA	LANCASTER-PA	42071	FALSE	0	
LARAMIE(WY)	9		LARAMIE	WY	9		WY	LARAMIE-WY	56021	FALSE	0	
LEE(IL)	9		LEE	IL	9		IL	LEE-IL	17103	FALSE	0	
LIVINGSTON(KY)	9		LIVINGSTON	KY	9		KY	LIVINGSTON-KY	21139	FALSE	0	
LOGAN(IL)	9		LOGAN	IL	9		IL	LOGAN-IL	17107	FALSE	0	
LUBBOCK(TX)	9		LUBBOCK	TX	9		TX	LUBBOCK-TX	48303	FALSE	0	
MEDINA(OH)	9		MEDINA	OH	9		OH	MEDINA-OH	39103	FALSE	0	
MIDDLESEX(MA)	9		MIDDLESEX	MA	9		MA	MIDDLESEX-MA	25017	FALSE	0	
MONTEREY(CA)	9		MONTEREY	CA	9		CA	MONTEREY-CA	06053	FALSE	0	
MONTGOMERY(KY)	9		MONTGOMERY	KY	9		KY	MONTGOMERY-KY	21173	FALSE	0	
MORGAN(IL)	9		MORGAN	IL	9		IL	MORGAN-IL	17137	FALSE	0	
NELSON(KY)	9		NELSON	KY	9		KY	NELSON-KY	21179	FALSE	0	
NEW HAVEN(CT)	9		NEW HAVEN	CT	9		CT	NEW HAVEN-CT	09009	FALSE	0	
NEWTON(IN)	9		NEWTON	IN	9		IN	NEWTON-IN	18111	FALSE	0	
PHILADELPHIA(PA)	9		PHILADELPHIA	PA	9		PA	PHILADELPHIA-PA	42101	FALSE	0	
PICKENS(GA)	9		PICKENS	GA	9		GA	PICKENS-GA	13227	FALSE	0	
POINSETT(AR)	9		POINSETT	AR	9		AR	POINSETT-AR	05111	FALSE	0	
PULASKI(IN)	9		PULASKI	IN	9		IN	PULASKI-IN	18131	FALSE	0	
ROCKINGHAM(NH)	9		ROCKINGHAM	NH	9		NH	ROCKINGHAM-NH	33015	FALSE	0	
SEBASTIAN(AR)	9		SEBASTIAN	AR	9		AR	SEBASTIAN-AR	05131	FALSE	0	
SNOHOMISH(WA)	9		SNOHOMISH	WA	9		WA	SNOHOMISH-WA	53061	FALSE	0	
STEPHENS(OK)	9		STEPHENS	OK	9		OK	STEPHENS-OK	40137	FALSE	0	
TIFT(GA)	9		TIFT	GA	9		GA	TIFT-GA	13277	FALSE	0	
WAYNE(IL)	9		WAYNE	IL	9		IL	WAYNE-IL	17191	FALSE	0	
WELLS(IN)	9		WELLS	IN	9		IN	WELLS-IN	18179	FALSE	0	
WOLFE(KY)	9		WOLFE	KY	9		KY	WOLFE-KY	21237	FALSE	0	
WOODBURY(IA)	9		WOODBURY	IA	9		IA	WOODBURY-IA	19193	FALSE	0	
ANDERSON(SC)	8		ANDERSON	SC	8		SC	ANDERSON-SC	45007	FALSE	0	
AUGLAIZE(OH)	8		AUGLAIZE	OH	8		OH	AUGLAIZE-OH	39011	FALSE	0	
BALTIMORE(MD)	8		BALTIMORE	MD	8		MD	BALTIMORE-MD	24005	FALSE	0	
BARRY(MI)	8		BARRY	MI	8		MI	BARRY-MI	26015	FALSE	0	
BLUE EARTH(MN)	8		BLUE EARTH	MN	8		MN	BLUE EARTH-MN	27013	FALSE	0	
BRADLEY(AR)	8		BRADLEY	AR	8		AR	BRADLEY-AR	05011	FALSE	0	
BRANCH(MI)	8		BRANCH	MI	8		MI	BRANCH-MI	26023	FALSE	0	
BUCKS(PA)	8		BUCKS	PA	8		PA	BUCKS-PA	42017	FALSE	0	
CALDWELL(KY)	8		CALDWELL	KY	8		KY	CALDWELL-KY	21033	FALSE	0	
CAPE GIRARDEAU(MO)	8		CAPE GIRARDEAU	MO	8		MO	CAPE GIRARDEAU-MO	29031	FALSE	0	
CHEROKEE(GA)	8		CHEROKEE	GA	8		GA	CHEROKEE-GA	13057	FALSE	0	
CHRISTIAN(IL)	8		CHRISTIAN	IL	8		IL	CHRISTIAN-IL	17021	FALSE	0	
CLARK(WA)	8		CLARK	WA	8		WA	CLARK-WA	53011	FALSE	0	
CLARKE(GA)	8		CLARKE	GA	8		GA	CLARKE-GA	13059	FALSE	0	
